,Вопрос абонента,Тематика
37139,Здравмтвуйте я не могу подключить мегасилы,68
37140,Что такое перенос остатков мегасила ?,68
37141,что такое мегасила в моём тарифе,68
37142,300 мин 6 гб интернета 1мегасила чтл это значит,68
37143,бесплатная мегасила,68
37144,мегасилы что это,68
37145,мегасилы,68
37146,"здравствуйте, что значит мегасилы",68
37147,подключить мегасилы,68
37148,Что значит мегасила,68
37149,Нам надо на наш тариф подключить мегасилу за 79р,68
37150,Как подключить мегасилу ?,68
37151,Как подключить мегасилу,68
37152,Как подключить мегасилы ?,68
37153,что за мегасила,68
37154,мегасила в тарифе,68
37155,мегасила,68
37156,"здравствуйте,тариф 4мегасилы тик ток безлимитный?",68
37157,Добрый вечер. Как подключить мега силу ? Мой тариф Без переплат 460 руб.,68
37158,Как подключить мегасилу по тарифу,68
37159,как подключить мегасилу ?,68
37160,мегасила это что?,68
37161,Что такое мегасила,68
37162,ято такое мегасила,68
37163,Услуга мегасила,68
37164,"Добрый вечер Я сменил тариф В смс мне написали, что есть услуга мегасила",68
37165,мегасилы,68
37166,что такое мега сила ?,68
37167,мега сила,68
37168,Как потратить мегасилы,68
37169,где находятся мега силы в личном кабинете(lichnyy_kabinet) ?,68
37170,мега силы есть ли у меня?,68
37171,Как активировать мега силу ?,68
37172,тп без переплат мегатариф мега силы подключить,68
37173,"Здравствуйте! Могу ли , перейти на тариф мега сила ,со своей 30 % скидкой?",68
37174,Не могу найти как подключить мегасилу,68
37175,Можно подключить мне мегасилу,68
37176,что такое мега сила,68
37177,что такое мегасила ?,68
37178,мега сила ?,68
37179,что такое мега сила ?,68
37180,"Здравствуйте. Хочу перейти на тариф минимум 2 мега сила . А переход не происходит. Хотя написано,что бесплатно можно перейти",68
37181,а нельзя тариф дримтимхаус добавить в мегасилу ?,68
37182,как подключить мега силы ?,68
37183,"Добрый день! А можно вопрос по поводу двух мегасил , у меня по идее должно быть Мегафон тв",68
37184,Добрый вечер хочу подробно узнать о тарифе 4 мега силы спасибо,68
37185,Не удаётся подключить мегасила,68
37186,мегасила,68
37187,что такое мегасила,68
37188,тариф мегасила,68
37189,подключение мега силы,68
37190,мегасила,68
37191,Добрый день подскажите как активировать мегасилу,68
37192,как подключить мега силы ?,68
37193,4 мега силы где?,68
37194,а где в моем тарифе 4 мегасилы ?,68
37195,мега сила,68
37196,мегасила youtube,68
37197,что такое мега силы,68
37198,нет мега силы что это,68
37199,расскажите о тарифе 2 мега сила,68
37200,я хочу перейти на новый тариф 4 мега силы,68
37201,хочу тариф 4 мега силы,68
37202,как подключить  мега силу перенос остатков на следующий месяц,68
37203,нет мне нужно подключить услугу мега сила,68
37204,я хочу чтобы подключили мега силу как ее подключать я не знаю,68
37205,как подключить мега силу,68
37206,мега сила,68
37207,нет я хочу подключить услугу мега сила,68
37208,да подключите мега силы если это бесплатно как подключить,68
37209,хочу подключить тариф 2 мега силы,68
37210,у меня у меня меня устраивает мой тариф на как у меня сейчас нахожусь у меня вполне устраивает просто я бы хотел узнать подключен ли у меня услуга мега сила,68
37211,услуга мега сила,68
37212,проблемы том то что я хочу узнать есть у оператору своего работает ли у меня услуга мега сила,68
37222,вы мне можете скинуть входящие сообщения с банка открытие с 1 по 9 апреля 2022года,48
37234,У меня была утеряна сим карта. Возможно как-то без встроенной сим карты посмо реть смс?,48
37236,если переходишь на есть сим сутки так же не будут приходить смс,34
37238,Не получается сменить исходящие звонки на дополнительном,171
37240,настроить перенаправление смс(package_type) на другой номер телефона,181
37241,Настройка GEPRS,41
37242,"Подскажите пожалуйста, как подключить  мобильные платежи",96
37243,Помогите подключить  мобильные платежи для обновления платёжной системы apple,96
37244,Как подключить  мобильные платежи,96
37248,Чтоб мне звонили и не могли дозвониться а мне приходили СМС кто пытался позванить,170
37249,"Добрый день. У меня проблема с тем что, если я говорю по телефону, то не могу узнать о том что мне кто то параллельно звонит. А тот кто пытается дозвониться все время сбрасывается. Сообщения о том что есть ещё од н звонок мне, и тому кто звонить что абонент занят не приходит. Смена телефона ситуацию не меняет.",186
37250,"здравствуйте, когда я разговариваю с одним абонентом, но мне звонит второй, я не получаю уведомления об этом звонке в момент другого разговора.",186
37252,Здравствуйте! Не получается позвонить в сбербанк . как это сделать?,94
37257,язаменил смку. почему не активирована?,211
37258,"Мой вопрос: почему они пропали вдруг, если были сохранны не один год?_x000D_
Позавчера меняла симку старую на одном из номеров... и вот, после ее подключения , пропали старые смс!!!",48
37259,Хочу поменять тариф. Заявки игнорируются,154
37261,зачем мне статус заявки,56
37265,почему при обмене моих накоплений у меня сняли весь интернет,98
37267,бесплатные соцсети потребляют трафик!,70
37270,"Здравствуйте. Я из Ульяновска, могу ли я оплатить счет за электроэнергию?",96
37275,"здравствуйте, я никуда не звонил, но списались деньги за 8минут разговора",105
37276,где накопленные минуты,193
37277,я никакие смс в банк не отправляю,102
37278,"За списали деньги на номер 900(number_fed) _x000D_
Если я не направляла смс???",102
37279,некорректное списание платы за смс,164
37281,вышлите мне список городских номеров бесплатных и платных,172
37284,как чкрыть номер телефона при исходящем вызове,191
37292,отключить автоматическое пополнение баланса,169
37302,"нет, очень долгое ожидание",85
37329,узнать информацию по лицевому счету 683122078190,202
37332,"у меня лимит 500 р,сечас у меня 96 р. а стоит какое-то ограничение. что это значит???",73
37333,здравствуйте лимит будеть увилечена следующим месяце,11
37335,почему приходит счет за услугу будь на связи ?,13
37345,Когда подключили НКО,176
37349,Я знаю что вас все переписки все голосовые голосовые сообщения сохраняются Я прошу предоставить мне текст этого сообщения,48
37350,здравствуйте. как создать сообщество?,183
37353,Тариф не меняли,51
37360,Давайте рассжите про услугу защиты,175
37362,Почему при входе в приложение(lichnyy_kabinet) появляется надпись офлайн?,63
37363,"Вы что там издеваетесь !??по чему не возможности войти не по коду не по отпечатку,!?? Скрины могу предоставить.",63
37364,Когда вы мне исправите отпечатку в моей фамилии?,112
37366,"Ещё раз здравствуйте _x000D_
Мне не пришла смс которую вы обещали отправить с ссылкой",79
37367,почему не приходят сообщения о списание абоненской платы,79
37368,Не могу запрашивает подтверждения,80
37369,"В личном кабинете(lichnyy_kabinet) ничего не отобразилось и смс не пришло, в чем дело?",79
37370,Не могу зайти в предложения глючит смс приходит пишу и пишит неправильно,63
37371,не пришло смс с обновлением даных.,112
37372,Жду уже час. Смс с командой не приходит. В лк(lichnyy_kabinet) тоже нету,79
37380,"здравствуйте. при входе в личный кабинет(lichnyy_kabinet) постоянно приходят СМС, хотя я эту опцию отключил. почему?",65
37383,мне приходит код из смс чтобы подвердить операци,135
37388,"Пароль сказанный для открытия архива с детализацией не подходит, подскажите пожалуйста пароль!",23
37389,"я сменил пароль но при входе всеравно могу заходить по смс из сообщения,как сдеоать чтобы постоянно,требовалсяпароль",65
37392,"вход в приложение(lichnyy_kabinet) через постоянный пароль не работает, приходят временные коды, но только после переустановки приложения(lichnyy_kabinet) смог зайти, хотя обновляю постоянно приложение(lichnyy_kabinet)",65
37393,"Не могу зайти в личный кабинет(lichnyy_kabinet) ,не помню пароль",62
37397,Да нету лимита,51
37398,нет лимитов,51
37402,"у меня был подарок от сефоры, для п его получения надо было обновить приложение(lichnyy_kabinet) ,я обновила и он пропал",119
37404,а если удалить приложение(lichnyy_kabinet) и заново установить его не получится всё равно зайти?,63
37406,"Здравствуйте, у меня проблема с программным обеспечением Megafon Internet (На ПК ), а сама проблема в обновлении. Подскажите, пожалуйста, как его обновить с версии 3.0.0 до последней, просто я не могу найти как это сделать официально, ведь с других сайтов можно поймать вредоносный код",81
37410,"При переходе по ссылке приложение(lichnyy_kabinet) пишет ошибку : ""что-то пошло не так"". При нажатии кнопки ""обновить"" ничего не происходит.",61
37417,Какой у меня филиал если я живу в Томске?,197
37420,"почему не работают ваши сотрудники в ваших салонах?_x000D_
чо за безобразие?",213
37425,"Здравствуйте. Подскажите пожалуйста, есть ли необходимость менять сим-карту про смене региона проживания?",148
37426,Как и где в Москве. Могу это сделать,93
37428,быстрее узнать в офисе вашем,87
37429,Можно заказать сдесь в приложении(lichnyy_kabinet) ? А потом забрать в салоне?,47
37439,не хотим отключать,85
37442,пока отключать не нужно,85
37443,стоит блокировка вызовов на этом номере что бы убрать нужен пароль,189
37445,Смена MAC адреса,204
37446,"Здравствуйте, столкнулись с проблемой переноса номера на моё имя, номер был зарегистрирован моей метерью лет 11 назад, но сейчас мне нужно его переоформить, но она не может придти к вам в салон, по состоянию здоровья.",113
37447,Здравствуйте как подключить звук волти ?,37
37452,Не работает короткий номера телефона +7 922 796-88-28(phone_number),172
37455,не привязывается казахстанская карта visa,169
37457,Ближайшие два дня я не буду пользоваться. Баланс таким же и останется да? Неожиданности не будет?,2
37462,"А можно настрить чтобы запрет был полько на незеакомые номера, а ответ на номера из телефонной книги был доступен",170
37463,"Добрый день , я приехал в Махачкалу и хочу заменить сим карты с 3g на 4g но в салоне мне сказали что так как у меня мегафон северо -запад то здесь поменять не могут так где в махачкале могут ?",92
37464,"нахожусь в офисе мегафон, говорят моя сим карта не на меня зарегестрированна",29
37468,Не даёт просит идти в салон связи с паспортом,80
37473,"Добрый день! Подскажите, пожалуйста, на кого оформлен этот номер? Изначально это был номер моего отца, Маркина Дмитрия Геннадьевича. Я, Маркин Артемий Дмитриевич, будучи несовершеннолетним, пользовался им, а потом, мне казалось, мы съездили вместе с отцом и переоформили его на меня. Но звоню по горячей линии и говорят: «Здравствуйте, Дмитрий!»",29
37477,Я не видела ответ владелец может по ксерокопии заменить сим.,83
37480,"если на мертвого человека оформлен номер, которым пользуется сын, что делать в таком случае?",114
37487,"Данные владельца , а именно паспортные данные и ФИО",29
37495,"я хочу приобрести номер предыдущий, который был у меня. как это сделать?",206
37499,Не работает sim карта. Не видит сеть ни на каком устройстве. Собираюсь заменить сим карту. Но сам я практически не хожу. Может ли сын с моим паспортом перевыпустить сим?,209
37500,После смены сим карты прошли сутки эсэмэски не работает,160
37502,"Что будет если не платить ""Обещанный платёж """,50
37508,востоновите пожалуйста этот телефон 89242550916(phone_number) пожалуйста пожалуйста пожалуйста пожалуйста пожалуйста пожалуйста пожалуйста пожалуйста пожалуйста пожалуйста пожалуйста пожалуйста пожалуйста пожалуйста пожалуйста пожалуйста пожалуйста пожалуйста пожалуйста,206
37511,есть ли вип на данном номере,200
37513,Вип привелегии и торифные планы,200
37517,Можно ли подключить тариф на котором только минуты,149
37519,Товарищи операторы ! Не могу разобраться с тарифами ! ПОМОГИТЕ ! Живу далеко от города ! Мне нужно только пользоваться ноутбуком через модем-роутер ! Без всяких смс и звонков только интернет !,153
37521,Нужен только звонки интернет ненужен,149
37522,"Надо только интернет в ноутбуке , какой план есть",153
37523,"я хочу подключить интернет в ноутбук , какой план есть чтобы был только интернет",153
37526,есть ли у вас льготы для ветеранов боевых действий?,157
37527,добый день. подскажите планирую этот номер дать ребёнку 6 лет. Есть какойто специальный тариф в мегафоне?,151
37528,"Здравствуйте,подскажите пожалуйста в ваших салонах дают кредит с 18 лет?",60
37541,Могу узнать почему у меня нет 6 месяцов бесплатно от AppleMusic,124
37542,"Здравствуйте, хочу подключить услугу, которая мне выпала как «Мега сюрприз», но при подключении выходит ошибка 1016",117
37546,отключите пожалуйстп Vip,200
37547,Здравствуйте!Отключите пожалуйста мне услугу Первый номер,171
37548,отключите vip,200
37550,"не могу открыть другие номера(another_number) , чтобы посмотреть сколько оплачивать",74
37558,Здравствуйте. как удалить строку из привязанных номеров?,77
37559,как сделать 2 номера на одной сим-карте?,171
37560,"Я в своём личном кабинете(lichnyy_kabinet) , с одного привязоного своего номера, хочу на другой свой привязанный номер перейти",77
37561,ответ не по сущесву вопроса. Я имею второй номер(another_number) в МЕГАФОНЕ и хочу его отобразить в моем личном кабинете(lichnyy_kabinet) . Как это сделать?,77
37562,Как в личном кабинете(lichnyy_kabinet) отобразить мой второй номер(another_number) в МЕГАфОНЕ?,77
37567,как обминать минуте на мб,98
37573,"Здравствуйте у меня в приложении(lichnyy_kabinet) виден номер, который мне уже не принадлежит. Как его убрать ?",77
37577,г рязань мобильный интернет. Зачем нужна улица и дом?,39
37580,Объясните что такое ммsя нахожу ими пользоваться как убрать эту функцию,205
37582,продолжительность одного звонка,45
37583,"там не отражается этот разговор_x000D_
хотя он был не менее 2 мин",21
37589,Сколько можно????,32
37591,Новый вид мошенничества :поддельная доверенность на получение дубликата сим-карты жертвы,212
37592,Могу ли я пользоваться двумя своими номерами Мегафон в одном приложении(lichnyy_kabinet) ?,77
37593,не удаётся загрузить фото паспорта в приложении(lichnyy_kabinet),111
37595,"скажите что делать ,,как сделать что бы смс от мегафона с поздравлениями больше не поступало",103
37596,Апл мусик,124
37600,"Как подключить услугу Конеферец связь _x000D_
?",173
37601,подскажите объединили ли мне счет?,89
37603,*188#-Что это за команда?,53
37604,нет я такую команду ненабирала,51
37607,USSD *176*0#,53
37609,Что значит эта команда *#30#,53
37610,"Здравствуйте,мне прислали команду *105*4*4# куда ее отправить?",53
37611,мне пришло предложение воспользоваться быстрой командой *150*60941# для получения кеш. это предложение мегафона и можно ли им воспользоваться?,53
37626,Я сделать этого сама не могу из-за возраста,80
37635,"Пришло смс от вас, хочу подтвердить, что это вы",135
37639,"Здравствуйте, за какие сообщения у меня происходит списание?!",164
37647,"добрый день, где должны отображаться подключенные скидки?",144
37648,мне предложили тариф со скидкой 20% в течение суток но он пропал,119
37650,"Вчера в личном кабинете(lichnyy_kabinet) у меня появилось предложение, пополнить баланс от 500р и тогда мне начислят 150р сверху. Я пополнила сразу на 501р , 150 до сих пор не пришли, это очередной развод?",120
37653,эти скидки мне не подходят,84
37655,"предложение получил, но услуги нет",117
37659,Мне не подходят новые тарифы,84
37661,здраствуйте а уменя из подарка выпол 1 месяца безлемит но он нераьотоет что мне делать,117
37670,"Предложения не подходят для меня, абонентская плата слишком большая.",84
37671,"Стрёмные предложения у вас, с учётом, что всё можно найти бесплатно, видео, музыку и т.д.)) Это не вопрос, это так, порыв души)",84
37674,Подскажите пришло смс о том что отменяется копилка на моем номере. Это только с минутами или накопленный роуминг тоже перестанет работать и каждый месяц по два дня мне приходить согласно моему тарифу?,58
37677,"Здравствуйте! Можете объяснить что происходит. Уже не первый раз приходит сообщение, что я воспользовался связью за границей и поэтому списана определенная плата за роуминг . При этом я телефонным номером не пользуюсь, на входящие звонки не отвечаю. Т.к. нахожусь за пределами РФ. Это новый способ мошенничества? Или в мегафоне совсем плохо с финансами, и приходится таким способом вытягивать плату из абонентов? :) _x000D_
Спасибо.",82
37678,"добрый день, в данный момент, я нахожусь за границей. сим карта мегафон , отключена. почему мне каждый день приходит смс с требованием пополнит баланс за путешествие за границей 299рублей ?",82
37679,"Я нахожусь в Мексике , не подключал никаких опций, даже убрал сим карту мегафон, меня подключили к каким то опциям без моего согласия и списали все деньги. Номер 921 638 5252(phone_number) , мой емайл 6385252@mail.ru. Амосов Михаил",82
37683,"Добрый день _x000D_
Почему приходит смс что воспользовалась связью заграницей? Если телефон находится в авиа режиме и работает только на wi-fi ?",82
37685,здравствуйте. можно сделать так чтобы не приходили смс что я в роуминге,79
37687,"Я нахожусь в Турции _x000D_
Но никаких услуг не заказывала и не подключала !",82
37688,"Добрый день. В Январе у меня сняли за Роуминг гудбай . Я 100% , не пользовался.",82
37689,"Уважаемый мегафон, я яникаких услуг по роумингу не подключал",82
37692,"я в роуминге , могу временно отключить номер",8
37694,"Добрый день, по поводу нового тарифа понятно, а моч персональная скидка остается?",144
37695,"здравствуйте. хочу спросить, скидка по тарифу не распространяется на подключенную опцию Видео+ ?",144
37696,А скидку на тариф сохраните?,144
37699,и скидку никак не оставить?,145
37700,"мне пришло уведомлении, что с 21.02.22 цены повысятся на моём тарифе.Сейчас я оплачиваю 609 вместо 870 рублей . Будет ли учтена моя скидка 30 % ?",144
37704,"я вам вопрос задала, моя скидка 50 % при новых условиях рстанется, вы там автоматически меняете",144
37709,"Будет ли действовать 50%скидка на другой тариф, если я его помнняю",144
37715,"Здравствуйте, хотелось бы узнать о возможности перейти на тариф без домашнего интернета и тв, есть возможность оставить оплату только мобильной связи и безлимитного интернето на телефоне со скидкой?",27
37719,"Мне нужен интернет с ежемесячным оплатой , без пакетов на звонки и смс",158
37723,"здравствуйте, подскажите пожалуйста, тариф где безлимитный интернет и безлимитные минуты",155
37725,здравствуйте. какой расход интернет-трафика на этом номере телефона за последние 3 месяца,26
37726,"Добрый день! У меня возникли расхождения по подсчету трафика. Мой телефон показывает существенно меньше, причем мой телефон учитывает весь трафик, в том числе и мессенжеры. Есть возможность посмотреть, куда был расходован трафик интернета?",26
37728,Расходы трафика за месяц,26
37729,куда делись мои минуты и гб????,26
37731,Добрый день! Куда пропал мой пакет интернета накопленный( не использованный) с прошлых месяцев,193
37732,"Здравствуйте, куда делись мои гб, накопленные?",193
37734,личный кабинет(lichnyy_kabinet) от магазина мегафон и личный от сим общей?,64
37736,Здравствуйте Как использовать счёт своего телефона при оплате в интернет-магазинах в частности в AliExpress Спасибо за понимание,96
37738,Здравствуйте. Меня интересует облачное хранение! Я не могу там зарегестрироваться!?!?? Пишут что с 01.02.2022 не возможна регистрация,174
37740,помогите... роутер перезагружал,81
37741,в личном кабинете(lichnyy_kabinet) нет ничего про доплнительный интернет,43
37746,Этот номер,78
37749,узнать о неиспользованных СМС,100
37751,Здравствуйте. Из этой симки можно сделать симку для 4g модема ?,153
37752,"Хочу купить номер, который я пользовалась более 10 лет и мегафон заблакировал. Как я могу это сделать?_x000D_
Данное время я ещё пользуюсь вацапом этого номера, значит он ещё в продаже?",206
37763,"здравствуйте,на щавтра у меня списание по тарифу,скажите а можно это списание сделать на понедельник?зп только в понедельник булет ,щас совсем беда с леньгами .",3
37766,Хочу себе подписку на эйпл музыку на 6 месяцев бесплатно,124
37767,Когда у меня подключена яблочная музыка ?,124
37768,Викторины,126
37771,"Здравствуйте. Не подключается ""4 топ-сервиса на 30 дней бесплатно"".",125
37785,Вышлите пожалуйста мой лицензионный ключ на антивирус есет,129
37786,"Подключил жал мюзик на 6 месяцев с номера 8 (908) 385-28-88(phone_number) , бесплатно, но у меня не активируется",124
37790,Не проходит переход на Мегафон кидс,154
37793,нет. Прекратите звонки.,106
37799,Добрый день как позвонить с дополнительного номера на мобильный и стационарный,171
37800,исключить из списка обзвона абонентов,106
37802,щедрый платеж не пришел,120
37804,"Здравствуйте_x000D_
Когда я перешёл на мой текущий тариф",163
37811,На мой номер приходят странные смс,135
37812,"мне надо включить смс уведомления на номер 89266655570(phone_number) ,отключенные ранее",189
37813,"Здравствуйте! Вопрос по оказанным услугам. Платное смс на номер, с котором не веду какой-либо переписки.",102
37814,Мне приходят странные смс,135
37815,Постоянно приходят уведомления в виде сообщений,135
37816,Добрый день. Подскажите как отключить рекламу услуги спам фильтр от номера 2440 после каждой смс?,104
37817,"День добрый, отключите сообщения с номера 2440 с рекламой смс-фильтра . Я не нуждаюсь в этой услуге.",104
37822,как настроить напоминание о пополнении счета перед списанием абонетской платы,79
37823,На других тарифах есть услуга подари абоненту,97
37827,добрый день скажите на этом номере подключена услуга автосекретарь?,4
37829,Где мои 40 гигов по обмену? 500 минут забрать забрали а гигабайт не дали?,98
37830,"добрый вечер, копилка как я понял скоро перестанет работать, могу я обиенять минуты 500 не израсходованных минут на 40 гб интернета, если мой тариф пордусматиривает 10 или 25 гб ?",98
37831,был использован пакет минут из копилки для интернета...а его нет почему?,98
37837,кому принадлежит мой номер?,29
37838,"Поставьте пожалуйста мой номер домашним по Москве, чтоб мне не приходили уведомления по приезду в Ростов на Дону добро пожаловать домой",148
37839,когда текущий регион станет для меня домашним?,148
37840,не в Москве а город Вологда,51
37841,Кому принадлежит номер,29
37849,"Добрый день, хочу узнать были ли в недавнее время сторонние запросы на биллинг?",22
37850,"Привет, мне очень нужно получить доступ к последнему моему разговору, как я могу это сделать",46
37854,куда мне подать заявление. почему посторонний мне человек получил оаспечатку моих звонков. или в суд сразу за разглашение персональных данных,22
37858,Детализация мне поможет увидеть на что ушли минуты ? Я за месяц и 100 минут не потратила,26
37861,хочу подклучить домашний интернет и тв,203
37866,Как узнать где на ходица этот номер89271429623(phone_number),192
37868,"Что именно мне должны ответить на мое письмо? Ответа не приходит, после письма с моими данными",112
37880,"как включить функцию, чтобы при звонке, голос стал чище",37
37881,Почему убрали лимит 1000 р ?,11
37917,Добрый вечер! Можете подсказать мой объем интернета за декабрь и январь ?,26
37918,История списание гигобайтов,26
37919,"меня интересует, сколько за декабрь было израсходовано минут и интернета",26
37920,Интернет расход за январь,26
37921,"Хотела бы узнать, за периодс 2021 по февраль 2022 какая у меня ежемесячно средняя трата интернета?",26
37923,В декабре у меня был другой тариф как посмотреть мои расходы по минутам и интернету,26
37930,Как можно сделать простой недорогой тариф для сохранения номера,150
37931,включить и отключить услугу за 1 руб в сутки с целью сохранения номера 90 дней,8
37935,Как подключить мобильную комерцию,96
37937,Не работает протокол pptp,41
37959,ладно мне сих пор не подключили мое персональное предложение а потом это дал заявку уже целую дня назад и сейчас приходит эсэмэска что нужно еще ждать сколько мне еще ждать,117
37964,у меня вопрос какой у меня подарили подарки который я взять не могу,117
37971,ваше предложение свои тарифного плана неприемлимо,84
37972,технология лте,36
37973,мне надо включить антенну чтоб мой номер не видели,191
37977,соедините меня пожалуйста деления мегафона в торговом центре европейский,91
37979,у меня проблемы с я сим,34
37985,Яна,52
37986,мне надо снять запрет получается Россия,140
37988,а я никуда не звонил ничего не выезжал,105
37989,почему то почему у меня называется Денис я не Денис меня Светлана,52
37992,тариф подешевле хочу,150
37998,как перезагрузить приложение мегафон(lichnyy_kabinet) чтобы обновился пакет,99
38000,приложение(lichnyy_kabinet) не запускается почему,63
38010,мне не надо я положите деньги бы это как у просто я сразу не мало где то в конце месяца я это все компенсирую,49
38015,я хотела защита мегафон вк у меня сказали какой то услуга защита мегафон хотела подключить,175
38021,почему у нас не работает короткий номер,172
38022,плохо работает короткий номер,172
38023,звонок на короткий номер 77 87 будет платной,166
38024,почему не работает короткий номер люди звонят на короткий номер и он получается не доступен,172
38031,у меня на то я не на ту и месяца должны были я должна была оплата оплатите ежемесячная оплата на телефон я не оплатила если я сейчас в на этот месяц оплачу у меня заберут Анатолий месяц деньги,2
38036,я хочу узнать передали ли мой номер телефона кому нибудь другому,29
38038,мне срочно надо позвонить,49
38054,почему у меня не войти в личный кабинет(lichnyy_kabinet) по моему коду,63
38055,я хочу узнать почему я могу зайти в личный кабинет(lichnyy_kabinet) по старому паролю,63
38056,прошу отправить смску ссылкой на вход в личный кабинет(lichnyy_kabinet),64
38059,мне не приходят уведомления при входе в личный кабинет(lichnyy_kabinet),79
38060,не могу войти в мегафон у меня что то все отключилось обновить не обновляется код там какой то подтвердить не подтверждается,63
38064,не могу войти в приложение мегафон(lichnyy_kabinet) там выходит введите код для входа о каком коде идет речь не могу понять,63
38065,мне по смс от мегафон для входа в личный кабинет(lichnyy_kabinet),62
38066,каким могу получить смс с кодом для входа в личный кабинет(lichnyy_kabinet),62
38067,скажите пожалуйста я сегодня был в салон мегафона они же переоформить на мой паспорта как он не совпадает как это ошибка они сделали,111
38080,без присутствия,47
38081,сим карта владельца имеет,29
38082,может ли Симка для не гражданина России,83
38084,номер зарегистрирован на на зиму оно есть Евгеньевна,29
38086,сим карта оформлена на была его Муслима сафарович,29
38087,нет без владельца иди надо оформлять без владельца я прошу вас не надо ничего делать,212
38088,мой номер принадлежит 2 людям,29
38089,сим карта если давно не пользуюсь когда она открыто я вообще ее не помню,161
38090,у меня 1 номер можно найти знакомому человека,192
38091,как уточнить данные владельца номера,29
38092,не я купила Симку номером телефона и я сейчас не владеют волны а вот вроде вот этим номером хотя по бумагам которые с мегафоном пришли я владелец 2 номеров а я владелец 1,29
38094,нет мне другой номер нужно проверить монте знаю мне записан,29
38095,узнать владельца по телефону,29
38099,сим карту можно поменять только с паспортом милиции можно с фото паспорта,83
38102,копии паспорта можно заменить сим карту,83
38108,как я мог как я могу получить доступ к своей старой сим карте,206
38109,хочу узнать на счет старой сим карту,202
