,Вопрос абонента,Тематика
14173,Я сейчас на изоляции и не могу прийти в салон,47
14174,а как без прихода в офис,47
14175,можно не в пункте выдачи сим карт,47
14176,салон закрылся,47
14177,через это приложение,47
14178,если я не могу выйти из дома,47
14179,"Я НАХОЖУСЬ ЗА ГРАНИЦЕЙ И НЕ ЗНАЮ, когда вернусь",47
14180,"а хозяйка карты сломала ногу, может она без салона это сделать?",47
14181,"Переехал на долгое время в другую страну, тут нет Мегафона",47
14182,без похода в салон,47
14183,"что, без офиса совсем невозможно?",47
14184,мне надо чтобы не ходить в салон,47
14185,очень нужно самому без контактов с салоном,47
14186,я боюсь с салоном контактировать,47
14187,но я очень далеко от ваших магазинов,47
14188,"у меня нет рядом салона, могу так?",47
14189,я бы хотел прямо тут в чате,47
14190,а прямо здесь через вас могу?,47
14191,хочу онлайн,47
14192,как сделать онлайн,47
14193,могу самостоятельно тут в чате,47
14194,в личном кабинете сделать,47
14195,могу я через интернет сделать,47
14196,а можете мне организовать всё онлайн,47
14197,а в личном кабинете можно?,47
14198,это можно сделать в личном кабинете мегафона?,47
14199,Мне неудобно в офис обращаться,47
14200,А в прилодении можно это сделать?,47
14201,Что мне делать если у меня нет возможности приехать в ближайший салон связи?,47
14202,Понятно а онлайн можно как то ро рочте,47
14203,онлайн это возможно?,47
14204,можете её отправить почтой т.к. вашего салона в моем городе нет,47
14205,"Нахожусь на изоляции,не имею возможности выйти из дома",47
14206,только в салоне поменяет ?,47
14207,если нет возможности обратится территориально по другому можно?,47
14208,это можно решить через чат?,47
14209,Ссылка отправляет в гугл плей. Можно это сделать без скачивания приложения Мегафон ?,47
14210,Нету приложения,47
14211,по номеру телефона нельзя?,47
14212,Онлайн это сделать нельзя?,47
14213,А не через приложения этого сделать нельзя?,47
14214,а нельзя это сделать через устройство?,47
14215,А сделать это онлайн нельзя?,47
14216,Нельзя это сделать удалённо?,47
14217,а зачем? онлайн это не как нельзя сделать?,47
14218,А через приложение это нельзя сделать?,47
14219,Без салона это зделать можно,47
14220,А онлайн нельзя это сделать,47
14221,"Как это находить,без обращения к вам?",47
14222,в приложении как проверить,47
14223,Как это сделать через приложение ?,47
14224,Можно ли это сделать в чате?,47
14225,Как это сделать в приложении ??,47
14226,только в салоне поменяет ?,47
14227,А как это сделать в приложении ?,47
14228,в приложении это можно сделать?,47
14229,"как сделать так, что бы это отображалось в приложении",47
14230,можно в приложении это сделать?,47
14231,"Нахожусь на изоляции,не имею возможности выйти из дома",47
14232,"У МЕНЯ НЕТ ЛИЧНОГО КАБИНЕТА ,НЕТ КОМПА ,СПАСИБО",47
14233,А можно это сделать с телефона?,47
14234,а удаленно можно?,47
14235,а можно в офисе получить,47
14236,а я могу залить устройство это с вами или нужно в салон обязательно мегафон ,47
14237,салон мегафон у меня не работает ,47
14238,а я могу салон не пообщаться с дома вот так телефона ,47
14239,могу ли я это сделать дистанционно не приходя в салон мегафон,47
14240,"рядом нет салонов мегафон, выяснить причину временного отключения нет возможности",47
14241,"разве обязательно посещать салон, если можно активировать qr kod?",47
14242,я нахожусь долеко от салона,47
14243,только в офис?,47
14244,эта процедура в онлайн режиме,47
14245,а как получить эту услугу через личный кабинет ?,47
14246,сейсас нет возможности пойти в салон. можно ли отменить запрет онлайн?,47
14247,"в данный момент, у меня перелом ноги, я не могу идти в офис",47
14248,"я нахожусь в ставропольском крае г. Благодарный, по месту жительства Ваших офисов нет ",47
14249,в моем городе отсутствет салон мегафон ,47
14250,Почему нужно в салон идти? ,47
14251,это можно только в салоне? ,47
14252,Только в офисах можно написать заявление? ,47
14253,это можно сделать на сайте мегафона?,47
14254,Нужно идти в салон? Иди можно сделать самостоятельно?,47
14255,А через сайт заказать не получится?,47
14256,а если нету личного кабинета,47
14257,"Личного кабинета на кнопочном телефоне не установить, а компьютера у 82 летнего человека нет.",47
14258,"мне, что теперь из-за этого в город ехать? 200 км",47
14259,Я не буду платить за 300руб месяц,50
14260,долг я платить не собираюсь,50
14261,Платить больше я не собираюсь,50
14262,"я не согласна платить за то , что не использовали",50
14263,я не хочу платить,50
14264,не хочу платить,50
14265,не успел пополнить счет и всё делай что хочешь,50
14266,не буду платить,50
14267,чтобы не платить,50
14268,чтобы не платит,50
14269,это была ваша ошибка и платить за неё я не намерена,50
14270,не хочу оплачивать. я ей не пользовался.,50
14271,не получите ежедневные деньги,50
14272,я небуду плотить.,50
14273,ни капейки ни дам тя и..,50
14274,"Ну раз система не даёт обещанный. Тогда сейчас куплю новую сим, тут не буду оплачивать долг. Всего доброго",50
14275,просто выкину сим карту и не буду закрывать долг,50
14276,я не собираюсь платить вам еще,50
14277,я платить больше не собираюсь,50
14278,я все равно платить не собираюсь,50
14279,"я устал платить, просто выкину симку",50
14280,от меня вы больше не дождетесь оплаты,50
14281,"хрен вам, а не деньги",50
14282,"сколько можно платить, хватит",50
14283,я уже кучу денег отдала,50
14284,я не намерен больше платить,50
14285,больше никопейки не положу на номер,50
14286,оплаты от меня не ждите,50
14287,"Здравствуйте, можете даже не загонять меня в минус, т. К. Я больше не буду с вами сотрудничать",50
14288,Я не буду оплачивать связь больше вашу,50
14289,"Да идите вы нахуй со своими долгами, платить не буду, я не звоню столько ",50
14290,я платить не буду не надо мне начислят долги ,50
14291,я платить не буду.,50
14292,"денег за те услуги, которыми не пользовалась платить не буду. ",50
14293,Спасибо! 50 рублей платить не буду! ,50
14294,Нечего я платить не буду ,50
14295,Добрый вечер.я ничем ни пользовался деньги списали я платить не буду,50
14296,Я не пользовался телефоном платить не буду ,50
14297,"Я ничего платить не буду,вы мне должны мин. По тарифному плану ",50
14298,"Хочу, но 2 ой раз платить не хочу ",50
14299,я платить не буду ,50
14300,я вам платить не буду за этот месяц имею полное право. ,50
14301,Я за тариф платить не буду ,50
14302,Делайте вы переделали я платить не буду ,50
14303,"Я не потратил ни минуты с нового пакета, платить не буду ",50
14304,И платить не буду ,50
14305,"Я его не подключал и не брал,деньги платить не буду ",50
14306,За другое я платить не буду ,50
14307,я платить не буду. я сим карту выкину и всё ,50
14308,"я ничего не подключал и отключать, тем более платить не буду ",50
14309,Я их не подключала и платить не буду ,50
14310,"Я платить не буду, я не пользуюсь в данный момент ",50
14311,"ни чего платить не буду , подам на вас в суд!!!! ",50
14312,"С какой кстати, я должен вам, я не пользуюсь, и платить не буду ",50
14313,"не заплачу, не дождётесь",50
14314,просто не буду платить,50
14315,платить не стану,50
14316,я не собираюсь отдавать вам деньги,50
14317,не хочу платить,50
14318,не оплачу это,50
14319,вы от меня ничего не получите,50
14320,не стану долг закрывать,50
14321,не буду больше класть деньги,50
14322,денег не дождётесь,50
14323,"Ну раз система не даёт обещанный . Тогда сейчас куплю новую сим, тут не буду оплачивать долг. Всего доброго",50
14324,я не могу оплатить долг,50
14325,я не верну обещаный платеж,50
14326,Вот этот минус что у меня есть я гасить не буду! Зачем списывать заранее деньги за тариф??? Столько лет с вами и такая подлянка. Спасибо вам ,50
14327,"я не собираюсь оплачивать минусовой баланс, это ваша вина. Вы там совсем уху ели. ",50
14328,"Мне пофиг. Я платить ничего не буду. Я просила заблокировать . Это ваша вина, что вы этого не сделали.",50
14329,"ибо я в любом случае не использую все что в него входит, платить 1000 рублей я не собираюсь",50
14330,я не намерен платить за это,50
14331,"Я не буду оплачивать услугу, которой я не воспользуюсь",50
14332,Я не хочу оплачивать,50
14333,Я устала платить в пустую,50
14334,Я платить ни за что не собираюсь,50
14335,Да не буду я платить за то чем не пользуюсь.,50
14336,900 рублей я платить не буду,50
14337,я не буду пополнять баланс потому что я не пользовался еще им,50
14338,я в том месяце не пользовалась вашим тарифом.почему я опять должна платить.я платить больше ничего не буду.,50
14339,"Я буду пополнять только в начале месяца, переплачивать не собираюсь!!!",50
14340,"передавайте, я платить ничего не собираюсь. иначе подам в суд",50
14341,я вам ничего не должен потому что не пользовался номером телефона в августе,50
14342,пакет услуг который вы просите оплатить не использован. поэтому оплачивать не буду,50
14343,Не должен платить лишние деньги,50
14344,"ничего больше платить не буду, симка ге активна",50
14345,Я не хочу ничего платить так как не буду пользоваться,50
14346,Хера буду оплачивать,50
14347,я деньги на счет класть не собираюсь.,50
14348,"я пака плотить не буду,жду ответа",50
14349,5 руб вам не дам,50
14350,я не стану это оплачивать.,50
14351,половину долга я не буду плотить,50
14352,я не буду оплачивать задолжность.,50
14353,И плотить не собираюсь,50
14354,Я не хочу за неё платить,50
14355,"зачем мне ваш обещанный платеж? я не буду оплачивать то,чем даже не пользовалась,вы издеваетесь надо мной?",50
14356,Я не готов платить сейчас,50
14357,"я за нее платить не собираюсь, подам на вас в суд, это уже наглость",50
14358,"я ничего больше оплачивать не буду,тарифом этим пользоваться отказываюсь",50
14359,Я не буду оплачивать за неиспользывание симки,50
14360,я ставил в известность специалиста об отказе оплачивать задолженность за июль,50
14361,"Отключите перераход 50 руб, я не буду платить",50
14362,Счёт который висит в минусе платить я не собираюсь,50
14363,этот долг я платить не буду так как на такую сумму я не общалась,50
14364,что будет если я не оплачу долг и выкину симкарту,50
14365,Если я не смогу вернуть долг за3 месяца что тогда,50
14366,Да не буду я по полнять счет слишком жирно вам будет,50
14367,что за бред за почему я должен платить,50
14368,Оплата связи 500 руб. Чек: ofd.ru/b/f249179712d25285ac83289bdc822fb1,14
14369,Оплата связи 500 руб. Чек: ofd.ru/b/3c65231c71fbf6418253c1541ac9d482,14
14370,Оплата связи 300 руб. Чек: ofd.ru/b/cb47a15c67bbf0b5d1ba862a437f5106,14
14371,Оплата связи 330 руб. Чек: ofd.ru/b/d1a1227a062b1dff6176af5ddc84fb7d,14
14372,Оплата связи 50 руб. Чек: ofd.ru/b/8a49461acfcd57dbb509b70dc9580b53,14
14373,Оплата связи 45 руб . Чек: ofd.ru/b/e430dbcd556edda1f6955f,14
14374,но я ево не брал,51
14375,я не посещал салон при подключении,51
14376,никаких платежей не совершал.,51
14377,Я не подавала,51
14378,Я не выпускал пластиковую карту,51
14379,вы утверждаете что не подключина но на самом деле не так.,51
14380,Я ни каких действий не прозволила. Телефон лежал в столе,51
14381,номер запроса! я никаких запросов не оставлял. ,51
14382,я не делала обращение по теме списания ,51
14383,я ничего не меняла ,51
14384,я не меняла ,51
14385,я его точно не менял ,51
14386,не меняя его ,51
14387,я не меняла ,51
14388,я не не чего не менял ,51
14389,я ничего не меняла! ,51
14390,я не менял его ,51
14391,я его меняла ,51
14392,я ничего не менял ,51
14393,не брала ,51
14394,я её не заказала ,51
14395,я не брал его ,51
14396,я его не заказывала ,51
14397,но я его не заказывал ,51
14398,я ничего не покупал ,51
14399,он просто не приходил я его ни вводила ,51
14400,не брала ,51
14401,я ничего не заказывал и в салоне не был ,51
14402,я не заказывал его ,51
14403,"я их не заказывал а,и ге пользовалась ими. ",51
14404,ничего такого небыло ,51
14405,ничего я не устанваливал ,51
14406,я ни каких попытак не предпринимал ,51
14407,я с таким номером не общалась ,51
14408,сномеров на которые я не отвечал ,51
14409,я этим не пользовалась!!! ,51
14410,я ричего не отправлчла сегодня ,51
14411,я же не общалась ,51
14412,так я не пользовалась этим утром ,51
14413,Если я ничего не оформляла,51
14414,так как я ничего по номеру не делала.,51
14415,И я ничего не меняла,51
14416,Хотя я ничего не запрашивал,51
14417,я ничего такого не делала,51
14418,Да и я ничего не переводил.,51
14419,да не качаю я ничего. только вацап и почта!,51
14420,"но я ничего не нажимал,",51
14421,не покупал я ничего,51
14422,Не брал я ничего,51
14423,"Возможно, но я ничего не использовал. ",51
14424,я ничего не покупала,51
14425,"Странно, я ничего не перечисляла",51
14426,не делал я ничего,51
14427,но я не пользовался этим сайтом в последние дни,51
14428,все у меня создано ,51
14429,у меня было списанр больше ,51
14430,Я не пользовалась услугами связи ,51
14431,"У меня осталост больше половины, я ничего не расходовала ",51
14432,вообще то я не отказывался. а как именно я отказался? ,51
14433,Я не меня сим карту и прошивку ,51
14434,Я не давал согласие ,51
14435,И ничего не подключала ,51
14436,Такого не было,51
14437,я нечего не  загружал,51
14438,Я им не пользуюсь ,51
14439,я ничего не менял ,51
14440,я не давал отмены ,51
14441,я ни чего не загружал ,51
14442,я не менял sim карту ,51
14443,3. Не совершили никаких действий ,51
14444,Никто не регистрировал обращение ,51
14445,я вообще не пользовалась этим номером ,51
14446,Я ни чего не оплачивала ,51
14447,Я ничего не платила ,51
14448,отказа в платеже не было ,51
14449,Никакой номер я не заказывал ,51
14450,Сим.не пользовались  ,51
14451,Я не чего такого не покупал ,51
14452,Не пользовался сим картой ,51
14453,Sim карту не меняла!!!!! ,51
14454,я вообще не пользовался НИЧЕМ ,51
14455,если я не подключал в долг и не брал в долг ,51
14456,я его не блокировалау меня их два ,51
14457,Если я его не брал ,51
14458,я не подавал заявку ,51
14459,Но я не делала никаких платеже ,51
14460,Так я не брал ,51
14461,я не делал платеж ,51
14462,Я не брала его ,51
14463,мне ничего не предоставляли . ,51
14464,Так я сим-карту не меняла и телефон не прошивала... Не пойму в чем причина. ,51
14465,Оправила но я их не оформляла  ,51
14466,Я не меняла сим карту и не меняла прошивку ,51
14467,я его не брал сам ,51
14468,Я ничего не делала ,51
14469,Я не вносила данный платёж ,51
14470,Я не вносила деньги ,51
14471,активации не было.,51
14472,Без моего согласия,51
14473,Почему это произошло без моего согласия???,51
14474,Без моего согласия ?,51
14475,я недавал согласия на переход,51
14476,Кто давал согласие,51
14477,Я ничего не заказывал,51
14478,Смс не было,51
14479,Этой смс не было,51
14480,Я не давал своего согласия,51
14481,Я не пользовался данным тарифом,51
14482,это ошибка я старым номером не пользуюсь и сим карту отдал при получении новой,51
14483,"Я ничем не пользуюсь ничем, симкарта стоит в кнопочном телефоне",51
14484,я ничего не удаляла ,51
14485,Платежи и переводы я не делал ,51
14486,Я не заходил в приложение ,51
14487,Ничего не загружала через Маркеты ,51
14488,"Я не меняла прошивку, и исходящих смс вообще нет. ",51
14489,Я не делала платежи,51
14490,я не делала эти платежи,51
14491,Меня Александр зовут,52
14492,Я саша,52
14493,здравствуйте мне Зовут Жасур,52
14494,Меня зовут Евгений.,52
14495,Меня зовут Аслан,52
14496,привет меня зовут номина,52
14497,Меня зовут Залина,52
14498,Меня зовут не Александр а Яна!,52
14499,Меня зовут Алексей,52
14500,Меня зовут Тимофей,52
14501,Здравствуйте меня зовут Фаниль,52
14502,Меня завут роза,52
14503,Здравствуйте меня зовут Андрей,52
14504,Меня Наталья зовут,52
14505,меня зовут Екатерина!,52
14506,Да меня зовут Арбай,52
14507,Меня зовут Рома,52
14508,Меня зовут Рома,52
14509,имя мое Денис,52
14510,Меня зовут Залина,52
14511,Меня зовут АННА.,52
14512,Меня зовут Евгения),52
14513,меня зовут Илья Сергеевич,52
14514,МЕНЯ ЗОВУТ РИНАТ,52
14515,Меня зовут Лера,52
14516,меня зовут Любовь,52
14517,Здравствуйте меня Татьяна зовут,52
14518,Очень приятно Елена меня Саид зовут,52
14519,здравствуйте меня зовут Ангелина,52
14520,Добрый день! Меня зовут Илья.,52
14521,Привет меня зовут Андрей,52
14522,Меня зовут Ирина,52
14523,Очень приятно познакомиться Елена меня зовут Саният,52
14524,Добрый вечер я – виртуальный помощник сергей,52
14525,я вообще то Ольга)))),52
14526,Меня зовут Роман))),52
14527,меня зовут Светлана,52
14528,а я Екатерина,52
14529,Меня зовут Андрей,52
14530,Меня зовут Андрей,52
14531,Здраствуйте меня зовут олег мне 21 лет,52
14532,меня зовут Шамиль,52
14533,"Здравствуйте, меня зовут Егор",52
14534,меня Алексей зовут,52
14535,Меня зовут Ильмир,52
14536,меня зовут Аслан),52
14537,меня зовут тоже елена,52
14538,Елена меня зовут Валентина,52
14539,меня зовут Наталья,52
14540,меня зовут Алина,52
14541,Меня зовут Милана 😗😗😙,52
14542,Меня зовут Роман,52
14543,Меня зовут Руслан,52
14544,Привет я девочка 🧕 мусульманска,52
14545,Я не елена я максим,52
14546,Эй вы мня зовут максим,52
14547,Меня зовут Вадим,52
14548,ПРИВЕТ Я АНДРЕЙ БАРНАЛ СК ЛЕТ,52
14549,меня Адиля,52
14550,меня зовут сулаев султан,52
14551,Меня завуч Магомедов Заур Измутдинович,52
14552,Меня зовут Полина,52
14553,Меня зовут айша,52
14554,Меня зовут Михаил,52
14555,Меня зовут Андрей Юрьевич храмов,52
14556,Елена меня зовут Александр,52
14557,ДОБРЫЙ ДЕНЬ Я ВИРТУАЛЬНЫЙ ПОМОЩНИК СЕРГЕЙ,52
14558,Меня зовут Нагиев,52
14559,Очень приятно познакомиться,52
14560,Меня зовут Наталья,52
14561,меня зовут Анна,52
14562,Меня зовут Анжелика,52
14563,Макка ахмедовна,52
14564,здравствуйте! миня завут рита,52
14565,меня зовут Евгений,52
14566,Мурад Михайлович,52
14567,Привет зовут анастасия,52
14568,Я виртуальный помощник елена,52
14569,Я Константин 😁,52
14570,Я робот меня зовут хашим,52
14571,Мая имя ника😊,52
14572,Меня зовут магомед,52
14573,Меня зовут Нагиев,52
14574,Меня зовут Нагиев,52
14575,Меня зовут Эмир очень приятно,52
14576,меня юлия зовут,52
14577,Миня завут паша,52
14578,Привет Я Алина Мне 10 Лет!,52
14579,Меня зовут роза елена,52
14580,Как меня зовут?,52
14581,меня зовут алия,52
14582,меня зовут алия,52
14583,меня зовут Елена,52
14584,Меня зовут Ирина,52
14585,меня зовут Игорь,52
14586,Меня зовут Александр,52
14587,Алёна - это я,52
14588,Меня зовут АМИНА,52
14589,Меня завут олег!!,52
14590,Меня зовут Амина))),52
14591,Меня зовут Евгений,52
14592,Меня зовут резеда,52
14593,Меня зовут Светлана,52
14594,Моё имя ира,52
14595,Моё имя ксюша,52
14596,Я Малика меня зовут,52
14597,ИмяБаба Роза; 🌹,52
14598,Меня зовут грильеву,52
14599,Привет меня завут Дарина!,52
14600,Здравствуйте Елена меня зовут залина,52
14601,Меня зовут Роман,52
14602,меня зовут Вячеслав,52
14603,Евсеев Михаил Александрович,52
14604,Меня зовут Вика,52
14605,ВИТАЛИЙ И ЕЛЕНА,52
14606,Добрый день! Меня звать Федя,52
14607,меня тоже Елена зовут,52
14608,Если Чо То Меня Зовут Уля,52
14609,А меня зовут Александр,52
14610,Меня зовут Анна,52
14611,Меня зовут Анна,52
14612,Как меня зовут,52
14613,Анастасия зовут,52
14614,А а я Анна,52
14615,Маша,52
14616,а я Анжелика,52
14617,Меня зовут олег,52
14618,Меня зовут Айшат,52
14619,здравствуйте меня зовут Валентин,52
14620,Антон,52
14621,Я Кира а вы Елена,52
14622,Меня  зовут  диана,52
14623,полина,52
14624,Полина,52
14625,Здравствуйте Меня зовут Ольга Так что         Ира,52
14626,Меня зовут Роман Засухин,52
14627,Меня зовут Ангела Мусаилова,52
14628,Меня зовут. Ахмед,52
14629,Меня зовут. Ахмед,52
14630,как вас зовут? меня зовут вика♡,52
14631,Елена Анатольевна,52
14632,меня зовут АЛЕНА!!!!!,52
14633,Меня зовут максим,52
14634,меня зовут alexander,52
14635,"здравствуйте, меня зовут Богумил",52
14636,Привет меня зовут Рома,52
14637,Я не Елена,52
14638,а меня зовут амина я тожи радо познакомица,52
14639,Я не Елена.,52
14640,"Ты виртуальный помошник,тебя зовут Елена,меня зовут Сергей,давай дружить!",52
14641,Маё имя анжелика,52
14642,меня зовут Аня,52
14643,Как Миня завут,52
14644,Здравствуйте меня зовут Алишер,52
14645,Алина,52
14646,А меня зовут ?Аня,52
14647,а меня зовут Байрам🇦,52
14648,"А,я,мария....?.",52
14649,здравствуйте меня зовут дилшод тажибоев,52
14650,Здравствуйте меня зовут Ольга Владимировна кандидат☺️,52
14651,константин,52
14652,Меня завут хадижат,52
14653,меня зовут Анжела,52
14654,"Меня зовут Анна, не Елена.",52
14655,Меня зовут Дилнура,52
14656,меня зовут Екатерина,52
14657,меня зовут Олег Эдуардович,52
14658,меня зовут ольга  1,52
14659,Меня зовут резеда,52
14660,меня зовут светлана,52
14661,Меня зовут София,52
14662,Меня Роман зовут.,52
14663,очень приятно мне Елена меня Али зовут,52
14664,а я настоящий помошник Алексей😊,52
14665,Мама привет когда придёш меня зовут Настя почему так то,52
14666,кстати мне десять лет я Тадырова Женя ,52
14667,сергей,52
14668,я не юля ,52
14669,нет вы ошиблись я Валентина,52
14670,Елена виртуальная ассистент мегафон для тебя рацию навсегда я максим Владимирович понятно,52
14671,это максим,52
14672,*144*792#,53
14673,*502#,53
14674,*143*79207996300 #,53
14675,*144*926794724 #,53
14676,*143*79233546575 #,53
14677,*143*89023014576 #,53
14678,*143*,53
14679,*205#,53
14680,*144*8 929 209-36-82,53
14681,*144*79960213557,53
14682,*133,53
14683,*143*79601248867,53
14684,*143*79388915551,53
14685,*143*79299867966 #,53
14686,*144*79YYYYYYYYY#,53
14687,*550*1#,53
14688,*143*79227950178 #.,53
14689,*144*89632556526 #,53
14690,*143*89631751621 #,53
14691,*143*79127316518 #,53
14692,*105*4*4*2#,53
14693,*144*79093669352 #,53
14694,*141*79237221558,53
14695,*143*79253091187 #,53
14696,*143 *79YYYYYYYYY#.,53
14697,*143*79381058958 #,53
14698,*144*79YYYYYYYYY#89515872101,53
14699,*566#,53
14700,*561,53
14701,*558#,53
14702,*546#,53
14703,*657#,53
14704,*106#,53
14705,#33*1111*11#,53
14706,#33*1111*11#,53
14707,#33*0000#,53
14708,#35*,53
14709,*#33#,53
14710,*#35#,53
14711,*#332#,53
14712,*105*1691#,53
14713,*105*1490*,53
14714,*144*89019561672,53
14715,*150*72211#,53
14716,*106#,53
14717,*150*72456#,53
14718,*191#,53
14719,*150*75463#,53
14720,*105*4*4#,53
14721,*189#,53
14722,*105*4*4#,53
14723,*144*9237482008 #,53
14724,*150*75233#,53
14725,*440#,53
14726,*512#,53
14727,*150*76621# ,53
14728,*370# ,53
14729,*526#,53
14730,#331*0000#,53
14731,*150*76621#,53
14732,*189#,53
14733,*150*4*4*2#,53
14734,*106#,53
14735,209*#,53
14736,*770*,53
14737,*105*00#,53
14738,*150*76789#,53
14739,*550*1,53
14740,*561*0*9168#,53
14741,*566*8#,53
14742,*150*78667#,53
14743,*105*3#,53
14744,*143*79YYYYYYYYY#,53
14745,*105*1067#,53
14746, *105*1925,53
14747,*205#,53
14748,*105*1925#,53
14749,*512#,53
14750,*105*4*4#,53
14751,**05*92978179 *0000*0000#,53
14752,*150*78905#,53
14753,*150*78904#,53
14754, *150*78904#,53
14755,*105*1925#,53
14756,*105*1694#,53
14757,**21* +79231889187,53
14758,**21* +79231889187 #,53
14759,*150*76621#,53
14760,*566#,53
14761,*0909#,53
14762,*105*4*4#,53
14763,*550*1#,53
14764,*105*00#,53
14765,#330*0000#,53
14766,*150*76789#,53
14767,*550*1,53
14768,*561*0*9168#,53
14769,*105*1694#,53
14770,**21* +79231889187,53
14771,*150*78761# ,53
14772,"что я,могу уточнить при наборе комбинации *105#",53
14773,звездочка 561,53
14774,звездочка 250 205 решетка да,53
14775,звездочка 205 решетка,53
14776,звездочка 550,53
14777,мне услышать не понял звездочка 5 5 0,53
14778,здравствуйте тихо  Прервано абонентом через 1 сек.,54
14779,подожди машина  Прервано абонентом через 0 сек.,54
14780,простите разговоры твои прекратите слушайте меня  Прервано абонентом через 0 сек.,54
14781,слушайте  Прервано абонентом через 0 сек.,54
14782,слушайте ,54
14783,послушайте меня,54
14784,стоп,54
14785,тормози,54
14786,остановись,54
14787,ничего не говори,54
14788,дай мне сказать,54
14789,стоооп,54
14790,притормози,54
14791,не говори ничего,54
14792,"елена, стоп",54
14793,остановись!!,54
14794,молчи!!,54
14795,замолчи,54
14796,"елена, замолкни",54
14797,елена. Замолчи,54
14798,не перебивай меня,54
14799,дай сказать,54
14800,ты не даешь мне сказать,54
14801,хватить перебивать меня,54
14802,слушай,54
14803,ты меня слышишь?,54
14804,меня слышно?,54
14805,не перебивай меня дура,54
14806,"стой, перестань трындеть",54
14807,да послушай уже,54
14808,"подожди, дай мне объяснить",54
14809,постой,54
14810,ты меня слышишь вообще?,54
14811,перестань говорить,54
14812,замолчи,54
14813,да тихо!,54
14814,стопэ,54
14815,перестань болтать,54
14816,"остановись, а",54
14817,"елена, дай сказать",54
14818,я хочу сказать,54
14819,а ты мне дашь сказать или нет??,54
14820,ну ка заткнись,54
14821,"ну стой, кому сказал",54
14822,ты меня вообще будешь слушать?,54
14823,ты слушаешь или нет,54
14824,перестань триндеть,54
14825,слушай меня,54
14826,я хочу тебе сказать,54
14827,мне нужно сказать,54
14828,я объясню ситуацию,54
14829,да вы меня слушаете ,54
14830,вы меня слушаете ,54
14831,слушайте меня ,54
14832,и бы вы слушаете ,54
14833,слушайте вы слушаете ,54
14834,вы меня слушаете да ,54
14835,я хочу вас слушайте ,54
14836,а вы слушаете ,54
14837,а ты слушаешь меня ,54
14838,вы слушаете уже или как ,54
14839,Подожди,54
14840,слушайте,54
14841,Подождите минутку!,54
14842,Вы слушайте что пишу я,54
14843,слушайте,54
14844,Стой,54
14845,перестань,54
14846,заткнись ,54
14847,ты меня слышишь нет,54
14848,слышишь или нет,54
14849,тихо,54
14850,ты послушай,54
14851,молчи,54
14852,вот слушайте меня внимательно,54
14853,молчи,54
14854,подожди,54
14855,слушайте меня,54
14856,подождите подождите подождите,54
14857,заткнись,54
14858,слушайте меня,54
14859,блин подожди,54
14860,вы меня слушаете,54
14861,а ну ка перестаньте,54
14862,вот вы послушайте послушай меня еще раз,54
14863,сейчас секундочку подождите,54
14864,подожди,54
14865,слушайте меня пожалуйста,54
14866,вы слушаете меня але,54
14867,я же вам объясняю вы не слушаете меня,54
14868,вы меня слушаете нет вообще,54
14869,послушайте меня,54
14870,помолчи да,54
14871,подождите дать вам все объясню,54
14872,помолчи пожалуйста,54
14873,тихо,54
14874,слушай,54
14875,послушай меня,54
14876,заткнитесь заткнитесь,54
14877,девушка вы слушаете мне пожалуйста,54
14878,3аткнись ты,54
14879,заткнись,54
14880,здравствуйте а как мне можно удалить историю вызовов с симкарты,55
14881,Как удалить историю подписок с моего номера телефона,55
14882,Здравствуйте меня интересует такой вопрос как можно удалить историю из мобильного приложения,55
14883,удалить историю запросов,55
14884,удалить историю можно?,55
14885,Как удалить историю в этом чате?,55
14886,Удалить историю чата,55
14887,очистить историю чата с поддержкой. Спасибо,55
14888,очистить чат,55
14889,Как очистить чат?,55
14890,как очистить чат,55
14891,Очистить историю,55
14892,Как очистить историю?,55
14893,Как очистить историю,55
14894,Как очистить чат с поддержкой?,55
14895,очистить чат,55
14896,Как очистить чат,55
14897,очистить историю чата,55
14898,как очистить чат с вами,55
14899,как очистить историю,55
14900,как очистить сообщения в этом чате?,55
14901,Очистить чат,55
14902,Как очистить чат,55
14903,Очистить чат,55
14904,очистить чат с поддержкой,55
14905,Очистить чат,55
14906,Как очистить чат?,55
14907,Как очистить историю,55
14908,Как очистить наш чат как мы периписавались,55
14909,Почистить чат,55
14910,Как очистить всю историю,55
14911,очистить чат,55
14912,как мне удалить историю всю моих переводов на другого апператора?,55
14913,как очистить чат с поддержкой?,55
14914,Очистить историю,55
14915,как очистить чат с поддержкой,55
14916,как очистить чат с поддержкой,55
14917,очистить историю чата,55
14918,Удалить сообщения в чате,55
14919,Удалите мою историю в чат поддержки,55
14920,Как удалить сообщения в чат с поддержкой?,55
14921,как отчистить чат,55
14922,Удалить чат,55
14923,как удалить чат ,55
14924,Почему история чата не удаляется? ,55
14925,очистить чат ,55
14926,Как очистить историю в этом преложение? ,55
14927,очистить чат ,55
14928,удалить чат ,55
14929,прошу очистить чат от предыдущей переписки ,55
14930,как удалить переписку чата ,55
14931,как удалить история ,55
14932,очистить историю чата ,55
14933,очистить историю ,55
14934,как удалить мой с вами чат ,55
14935,удалить чат с поддержкой можно? ,55
14936,Здравствуйте.как можно удалить историю переписки с вами в чате? ,55
14937,Очистить чат ,55
14938,Как удалить историю ,55
14939,очистить чат ,55
14940,как очистить историю чата ,55
